fullVisitorId,hits,newVisits,pageviews,totalTransactionRevenue,transactions,timeOnSite,browser_name,browser_width,browser_height,deviceCategory,operatingSystem,language,country,city,paymentMethod,itemCount
jxj7qh08pbwfsh48,39,1,7,50950.0,1,215,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
hq1jbd3eedq1kb37,39,1,7,50950.0,1,158,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
ccep6ch8y57cb7dd,39,1,7,50950.0,1,211,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
mzznfaqj9v27p6r5,39,1,7,50950.0,1,168,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,PayPal ,1
27tvhfx2x1m0brp4,40,1,7,90000.0,1,196,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
r1e3yxyss3zdj4x4,73,1,8,50950.0,1,218,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
ze12z7ayhbj9yjhe,38,1,7,49950.0,1,207,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
f799q0n6e0ce1zzt,38,1,7,50950.0,1,174,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
naf0c2pc45k24aak,38,1,7,50950.0,1,216,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE PayPal ,1
ht61qg5226chwv0x,38,1,7,50950.0,1,212,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE ,1
hq19ps82emrpfz39,38,1,7,50950.0,1,197,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
3dq74yt7dd2hzrna,38,1,7,50950.0,1,223,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE GIFT_CERTIFICATE ,1
bragjaazrzhgrp2d,38,1,7,46950.0,1,177,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
kw0tdqvxj6pj7sx1,38,1,7,50950.0,1,131,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,PayPal ,1
v6w9rd0xx58a28ve,38,1,6,50950.0,1,163,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,GIFT_CERTIFICATE ,1
ym9q9v7hcv6fnp4v,39,1,8,50950.0,1,184,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
qhdkycm4pwzbvxq1,39,1,7,50950.0,1,179,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
gbx2rzek3vxtt69v,51,1,8,50950.0,1,235,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,4
w7yhtsyckt8c52hc,51,1,6,40450.0,1,707,Chrome Mobile,360,612,Mobile Phone,Android,fr,France,Paris,CREDIT_CARD ,4
dxaxpqz43y146dyz,43,1,7,52950.0,1,182,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
61c8yn8w0vnfkezn,43,1,7,52950.0,1,173,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
5dan20zbdy9bzbkj,43,1,7,52950.0,1,148,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,2
t815hb27vsgghcp6,37,1,6,50950.0,1,156,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,1
q6zqznfsdhftsgjc,37,1,6,50950.0,1,171,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,GIFT_CERTIFICATE ,1
azk8r52qtmgxf2n9,37,1,6,46950.0,1,155,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
1ffhx593e6g4e3j1,37,1,6,50950.0,1,171,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,GIFT_CERTIFICATE ,1
nb9p7mzhmf55ffbf,37,1,6,50950.0,1,146,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,PayPal ,1
bxtgt3n7q06j4s69,37,1,6,46950.0,1,128,Safari,375,635,Mobile Phone,iOS,en-IE,Ireland,,CREDIT_CARD ,1
tagt42dk72jp9g3p,37,1,6,50950.0,1,119,Safari,375,635,Mobile Phone,iOS,en-IE,Ireland,,PayPal ,1
2y6kk7pfvrppdp10,37,1,6,50950.0,1,159,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
tk35tksbwvyx7cpn,37,1,6,46950.0,1,156,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
eh7kbk4zpq13xrvn,37,1,6,50950.0,1,191,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,GIFT_CERTIFICATE ,1
4hv0cv20e4nqej8s,37,1,6,50950.0,1,182,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
maeva8420txbwvsm,37,1,6,50950.0,1,159,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
zt3hexsqw6sptjyc,37,1,6,46950.0,1,156,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
anf2hfy5zfcsph8a,37,1,6,50950.0,1,144,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,PayPal ,1
93rtdymzwz1wbabe,37,1,6,50950.0,1,154,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,PayPal ,1
8xqm4xtqnxcw2tpr,37,1,6,50950.0,1,170,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
jc05ksmeh5jef51z,37,1,6,46950.0,1,148,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,1
1a3479ac1bxqxem6,37,1,6,50950.0,1,147,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,PayPal ,1
29qkebbaqed84cft,37,1,6,46950.0,1,160,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
9at7680hp7etcvfb,37,1,6,50950.0,1,176,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,GIFT_CERTIFICATE ,1
5xqytg1918q249hn,37,1,6,46950.0,1,151,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
5sdcwe81dsbxwdwa,37,1,6,50950.0,1,183,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,GIFT_CERTIFICATE ,1
cttgyj6thp7f4t06,37,1,6,50950.0,1,153,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
nejkqm9xh8hje00t,37,1,6,46950.0,1,144,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
r7p3v7cswb0v2bqc,37,1,6,50950.0,1,159,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,GIFT_CERTIFICATE ,1
pvmemfscdrbk7a3g,37,1,6,50950.0,1,143,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
fzpc1tz2nefzbmxy,37,1,6,50950.0,1,135,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Dublin,PayPal ,1
hk11cgh3kvwdvfv2,38,1,7,50950.0,1,176,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
z1mr4j9gg5gq2s99,38,1,7,50950.0,1,204,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
9nnn1yb3a4qkbz1q,38,1,7,50950.0,1,182,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
rzhsfapevnmj95s9,38,1,7,50950.0,1,193,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,1
yvdpxgfamfvnar0c,38,1,7,50950.0,1,166,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,1
ntvyrarzxdag2761,39,1,7,50950.0,1,176,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,1
8cb0cenycep79h2j,42,1,6,52950.0,1,158,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,2
g3x5zd2b0r8axmb4,42,1,6,52950.0,1,163,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,Cork,CREDIT_CARD ,2
abw7btj0gm5h02pm,42,1,6,52950.0,1,130,Safari,375,635,Mobile Phone,iOS,en-IE,Ireland,,CREDIT_CARD ,2
bq3q730z1z1jxqg4,42,1,6,52950.0,1,161,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,2
9rnd9513hr0qy66g,42,1,6,52950.0,1,162,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,2
6vmvwyf3w4bmpcbm,42,1,6,52950.0,1,164,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,2
f5eetzt2w0r46jv3,42,1,6,52950.0,1,149,Chrome Mobile,393,727,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,2
88aq319prxr7qw2g,52,1,9,95950.0,1,201,Chrome,1920,925,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,4
dyms8dzgd4b97x4b,36,0,8,18350.0,1,136,Chrome,1536,722,Desktop,Windows 10,en-US,Bulgaria,Sofia,CREDIT_CARD ,1
37hs056b70ap9t6a,40,0,1,43550.0,1,0,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Rettel,CREDIT_CARD ,4
fsks7kx84kmp1gw6,43,0,1,34980.0,1,0,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Brie-Comte-Robert,CREDIT_CARD ,4
ah80g9mc39r4skz9,50,0,1,74630.0,1,0,Chrome Mobile,360,612,Mobile Phone,Android,fr-FR,France,Paris,CREDIT_CARD ,6
h8gnp54gxzpfgdt4,70,0,1,100000.0,1,0,Chrome Mobile,375,667,Mobile Phone,iOS,fr-FR,France,Paris,CREDIT_CARD ,10
eckd1qbefnk9g6ab,71,1,1,219000.0,1,0,Safari,1024,666,Tablet,iOS,fr-FR,France,Feves,CREDIT_CARD ,10
19101218200315749,29,1,1,39450.0,1,0,Safari,375,553,Mobile Phone,iOS,fr-FR,France,,CREDIT_CARD ,1
19101213480549759,40,0,1,33850.0,1,0,Safari,375,635,Mobile Phone,iOS,fr-FR,Switzerland,Bern,CREDIT_CARD ,3
19101217590691002,41,1,7,39450.0,1,575,Safari,375,553,Mobile Phone,iOS,fr-FR,France,,CREDIT_CARD ,1
19052518512423505,48,0,13,242800.0,1,524,Chrome,1368,802,Desktop,Windows 10,fr-FR,France,Savenay,CREDIT_CARD ,4
19100617162987144,49,0,2,120000.0,1,76,Chrome,1360,625,Desktop,Windows 10,ja-JP,Japan,Shinjuku,CREDIT_CARD ,3
18112515105933731,49,0,7,120000.0,1,571,Safari,1024,666,Tablet,iOS,fr-FR,France,Cachan,CREDIT_CARD ,3
19101212204236017,52,1,7,220000.0,1,298,Safari,375,553,Mobile Phone,iOS,fr-FR,France,Halluin,CREDIT_CARD ,3
19100617162987144,55,0,5,120000.0,1,391,Chrome,1360,625,Desktop,Windows 10,ja-JP,Japan,Shinjuku,CREDIT_CARD ,3
19091815172093508,58,0,9,120000.0,1,380,Safari,375,667,Mobile Phone,iOS,fr-FR,France,Pontarlier,CREDIT_CARD ,3
19101211111260266,58,0,10,38450.0,1,457,Chrome Mobile,360,600,Mobile Phone,Android,fr,France,Montmagny,CREDIT_CARD ,3
19101300112971883,58,1,8,160000.0,1,1565,Safari,375,581,Mobile Phone,iOS,fr-FR,Belgium,Ecaussinnes-d'Enghien,CREDIT_CARD ,3
19101213152224744,59,1,9,35950.0,1,692,Chrome,1366,625,Desktop,Windows 10,en-GB,France,Saint-Maur-des-Fossés,CREDIT_CARD ,3
19101221160602188,61,1,9,23750.0,1,599,Safari,414,622,Mobile Phone,iOS,fr-FR,France,Nogent-sur-Marne,CREDIT_CARD ,3
19101218340377534,64,1,13,208000.0,1,626,Chrome,912,691,Desktop,Windows 10,en-GB,United Kingdom,Walton on Thames,PayPal ,3
19101219102229960,65,1,13,120000.0,1,426,Firefox,375,545,Mobile Phone,iOS,fr-FR,South Africa,Johannesburg,CREDIT_CARD ,3
19032118540367354,66,0,20,123500.0,1,1435,Chrome,1600,789,Desktop,Windows 10,fr-FR,France,Herblay,CREDIT_CARD ,3
19101218282271461,67,1,17,38450.0,1,570,Firefox,1600,764,Desktop,Windows 8.1,fr,France,Ambérieu-en-Bugey,CREDIT_CARD ,1
19101222215812073,67,0,12,17950.0,1,1518,Safari,320,454,Mobile Phone,iOS,fr-FR,France,Sucy-en-Brie,CREDIT_CARD ,3
19101216500803876,73,1,10,120000.0,1,568,Chrome Mobile,640,280,Mobile Phone,Android,fr,France,Paris,CREDIT_CARD ,3
19101212392033055,74,1,12,110000.0,1,1412,Edge,1239,580,Desktop,Windows 10,fr-CH,France,Saint-Genis-Pouilly,CREDIT_CARD ,3
19100612475910965,77,0,16,110000.0,1,755,Safari,1402,781,Desktop,OS X,fr-FR,France,Galgon,CREDIT_CARD ,3
19082908063724365,79,0,11,86000.0,1,494,Chrome,1440,757,Desktop,Windows 7,en-US,France,Toulouse,CREDIT_CARD ,3
19101216520431032,79,1,19,65950.0,1,977,Samsung Browser,360,520,Mobile Phone,Android,fr-FR,France,Paris,CREDIT_CARD ,3
19101213480549759,81,1,9,33850.0,1,1442,Safari,375,635,Mobile Phone,iOS,fr-FR,Switzerland,Zurich,CREDIT_CARD ,3
19101211531927763,81,1,15,120000.0,1,1350,Chrome Mobile,360,620,Mobile Phone,Android,fr-FR,France,Marseille,CREDIT_CARD ,3
19100820382254689,82,0,13,75500.0,1,480,Safari,1275,664,Desktop,OS X,fr-FR,France,Ugine,CREDIT_CARD ,3
19101215445325418,82,1,16,65000.0,1,2073,Safari,1349,742,Desktop,OS X,fr-FR,France,Coutras,CREDIT_CARD ,3
19101213251885627,84,1,20,90200.0,1,1460,Chrome Mobile,360,600,Mobile Phone,Android,fr,France,,CREDIT_CARD ,2
19101213035495307,86,1,14,76400.0,1,2405,Chrome,1440,789,Desktop,OS X,it-IT,France,Paris,PayPal ,3
19071623530225968,88,0,19,77800.0,1,2490,Chrome Mobile,360,621,Mobile Phone,Android,fr,France,Compiègne,CREDIT_CARD ,3
19100901342656771,92,0,20,74950.0,1,1191,Firefox,1600,767,Desktop,Windows 8.1,fr,France,Dieppe,CREDIT_CARD ,3
19100212290605635,93,0,25,120000.0,1,1991,Edge,1333,744,Desktop,Windows 10,fr-FR,Réunion,La Riviere,CREDIT_CARD ,3
19101220045821794,93,1,24,133000.0,1,1195,Chrome,1538,722,Desktop,Windows 10,fr-FR,France,Besançon,CREDIT_CARD ,4
19101217455723809,93,1,17,101000.0,1,478,Chrome,1200,736,Desktop,OS X,fr-FR,France,Paris,CREDIT_CARD ,3
19101119272171452,94,0,19,120000.0,1,982,Chrome Mobile,360,645,Mobile Phone,Android,fr,France,,CREDIT_CARD ,3
19101210531198080,97,1,16,151000.0,1,696,Chrome,1600,789,Desktop,Windows 10,fr-FR,France,Ingre,CREDIT_CARD ,3
19101219224811237,98,1,18,66550.0,1,2782,Firefox,1920,916,Desktop,Windows 10,fr,France,Le Conquet,CREDIT_CARD ,3
19022810222531504,99,0,21,79100.0,1,924,Chrome,1440,789,Desktop,Windows 10,fr-FR,France,Vertou,CREDIT_CARD ,3
19101222003987404,99,1,18,89500.0,1,1255,Safari,1024,698,Tablet,iOS,fr-FR,France,Clery-Saint-Andre,CREDIT_CARD ,5
19040208263973330,102,0,17,75500.0,1,1579,Chrome,1328,752,Desktop,Windows 10,fr-FR,France,Blois,CREDIT_CARD ,3
19100917095200223,104,0,28,69950.0,1,1815,Safari,1366,1024,Tablet,iOS,fr-FR,France,Sayat,PayPal ,3
19061719240573087,104,0,18,99500.0,1,1047,Safari,1440,769,Desktop,OS X,fr-FR,France,Cast,CREDIT_CARD ,3
19101222011050695,104,1,16,67450.0,1,1216,Safari,375,553,Mobile Phone,iOS,fr-FR,France,,PayPal ,3
19101217305452691,107,0,18,150800.0,1,1776,Firefox,1920,979,Desktop,Windows 10,fr,France,Goussainville,CREDIT_CARD ,3
19100617162987144,108,0,10,120000.0,1,3202,Chrome,1360,625,Desktop,Windows 10,ja-JP,Japan,Shinjuku,CREDIT_CARD ,3
19101211394197035,109,1,20,138500.0,1,1592,Internet Explorer,1920,954,Desktop,Windows 8.1,fr-FR,France,Mâcon,CREDIT_CARD ,3
19101119413105365,114,0,18,257000.0,1,1049,Firefox,1024,707,Desktop,Windows 7,fr,France,Amiens,PayPal ,3
19101217362195698,116,1,25,82800.0,1,2283,Safari,1366,954,Desktop,OS X,fr-FR,France,Draveil,CREDIT_CARD ,5
19091820021378733,116,0,24,90000.0,1,1125,Safari,414,896,Mobile Phone,iOS,fr-FR,France,Marseille,CREDIT_CARD ,3
19091022325277910,120,0,30,118000.0,1,909,Safari,375,549,Mobile Phone,iOS,de-DE,France,Lauterbourg,PayPal ,3
19062620590107724,121,0,29,155500.0,1,2088,Chrome,1920,937,Desktop,Windows 7,fr-FR,France,Le Chesnay,CREDIT_CARD ,5
19101208012371121,126,1,36,72850.0,1,1233,Chrome,1366,625,Desktop,Windows 10,fr-FR,France,Gex,PayPal ,3
19101213541871979,127,0,27,70950.0,1,1403,Safari,414,724,Mobile Phone,iOS,fr-FR,Réunion,Saint-Andre,CREDIT_CARD ,3
19092917453870522,127,0,34,110000.0,1,3795,Chrome Mobile,412,652,Mobile Phone,Android,en-US,France,Armentières,CREDIT_CARD ,3
19101209511196485,130,1,31,72450.0,1,1435,Firefox,1920,944,Desktop,Windows 10,fr,France,Saint-Cyr-sur-Mer,PayPal ,3
19101020094809892,131,0,35,86700.0,1,3330,Chrome Mobile,1024,432,Tablet,Android,fr-FR,France,Castres,PayPal ,3
19082115562847550,144,0,40,84000.0,1,1877,Chrome Mobile,412,718,Mobile Phone,Android,fr,France,,CREDIT_CARD ,3
19092315030147364,149,0,23,216500.0,2,2290,Internet Explorer,1280,968,Desktop,Windows 7,fr-FR,France,Paris,CREDIT_CARD ,3
19092315030147364,149,0,23,216500.0,2,2290,Internet Explorer,1280,968,Desktop,Windows 7,fr-FR,France,Paris,CREDIT_CARD ,3
19101214524063344,153,0,39,70400.0,1,1623,Safari,810,935,Tablet,iOS,fr-FR,France,Groisy,CREDIT_CARD ,3
18102911504249290,156,0,48,287800.0,1,1818,Chrome,1280,580,Desktop,Windows 8.1,fr-FR,France,Paris,CREDIT_CARD ,3
19101300191883156,157,1,49,86000.0,1,1731,Chrome,1680,800,Desktop,OS X,fr-FR,France,Créteil,PayPal ,3
19091212062334373,159,0,53,120000.0,1,1804,Safari,1440,743,Desktop,OS X,fr-FR,France,Cergy,CREDIT_CARD ,3
19101213092895095,159,1,50,86000.0,1,4186,Chrome,1536,722,Desktop,Windows 10,fr-FR,France,Illzach,CREDIT_CARD ,3
19011316363369172,162,0,39,74950.0,1,1253,Safari,1217,621,Desktop,OS X,fr-FR,France,Perols,PayPal ,3
19101223085879090,169,0,45,83500.0,1,3454,Chrome,1920,891,Desktop,OS X,fr-FR,France,,CREDIT_CARD ,3
19101216013517504,171,1,38,72900.0,1,2354,Firefox,1920,916,Desktop,Windows 10,fr,France,Ecully,PayPal ,3
19091119503969942,188,0,41,92000.0,1,3082,Firefox,1378,736,Desktop,Windows Vista,fr,France,Nogent-sur-Marne,CREDIT_CARD ,3
19101209011432895,192,1,55,151900.0,1,2220,Chrome Mobile,360,648,Mobile Phone,Android,fr,France,Paris,CREDIT_CARD ,3
19101209241623422,212,1,55,74500.0,1,2946,Chrome,1530,692,Desktop,Windows 10,fr-FR,France,Vénissieux,CREDIT_CARD ,3
19101222184034187,396,1,137,152800.0,1,4450,Safari,375,635,Mobile Phone,iOS,fr-FR,France,Cergy,PayPal ,4
19101206245174925,9,1,7,50950.0,1,140,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,,CREDIT_CARD ,1
19101206345232458,9,1,7,50950.0,1,132,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,,PayPal ,1
19101206370081434,9,1,7,46950.0,1,144,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,,CREDIT_CARD ,1
19101120004711901,9,1,7,50950.0,1,217,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101120214210019,9,1,7,50950.0,1,202,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE ,1
19101202163439342,9,1,7,46950.0,1,210,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101202075265573,9,1,7,90000.0,1,225,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101202120045361,9,1,7,50950.0,1,210,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,PayPal ,1
19101202124831157,9,1,7,50950.0,1,230,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE PayPal ,1
19101120195208349,9,1,7,50950.0,1,216,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,CREDIT_CARD ,1
19101203393518779,9,1,7,46950.0,1,190,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dundalk,CREDIT_CARD ,1
19101203404313286,9,1,7,50950.0,1,198,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dublin,GIFT_CERTIFICATE ,1
19101203305126686,9,1,7,50950.0,1,182,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,1
19101203372707613,9,1,7,50950.0,1,179,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dublin,PayPal ,1
19101219414974496,9,1,7,50950.0,1,189,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101301453244525,9,1,7,50950.0,1,240,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19101301440524456,9,1,7,50950.0,1,243,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE GIFT_CERTIFICATE ,1
19101301415247257,9,1,7,50950.0,1,212,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101219501437964,9,1,7,50950.0,1,234,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19101301555112968,9,1,7,49950.0,1,219,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101205282099211,10,1,8,50950.0,1,166,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,Dublin,CREDIT_CARD ,1
19101206383620103,10,1,8,50950.0,1,165,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,Dublin,CREDIT_CARD ,1
19101202025182857,10,1,8,90000.0,1,219,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,CREDIT_CARD ,2
19101120204146160,10,1,7,53450.0,1,201,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101202155794639,10,1,7,53450.0,1,211,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101202310495066,10,1,8,50950.0,1,239,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,3
19101203333111009,10,1,8,50950.0,1,209,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,1
19101203400956058,10,1,7,53450.0,1,192,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,Dublin,CREDIT_CARD ,2
19101301582287853,10,1,8,50950.0,1,231,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101301544050710,10,1,8,50950.0,1,245,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101202310462454,11,1,9,50950.0,1,270,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,3
19101120045759686,11,1,8,80000.0,1,235,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101120202106969,11,1,9,50950.0,1,226,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,PayPal ,1
19101202145695280,11,1,9,50950.0,1,273,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE PayPal ,1
19101202243478907,11,1,9,50950.0,1,247,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,5
19101202092507098,11,1,9,50950.0,1,303,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19101202170756966,11,1,9,90000.0,1,241,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101206253443955,11,1,9,50950.0,1,179,Safari,375,635,Mobile Phone,iOS,en-US,Ireland,,CREDIT_CARD ,1
19101202015331872,11,1,9,50950.0,1,262,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101202223032341,11,1,8,95950.0,1,242,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101202244181230,11,1,9,50950.0,1,285,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE GIFT_CERTIFICATE ,1
19101203405287690,11,1,8,95950.0,1,217,Chrome Mobile,393,658,Mobile Phone,Android,en-US,Ireland,,CREDIT_CARD ,2
19101301415020489,11,1,9,50950.0,1,224,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE ,1
19101301460560791,11,1,9,46950.0,1,236,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,Den Helder,CREDIT_CARD ,1
19101301504394369,11,1,9,50950.0,1,274,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,GIFT_CERTIFICATE CREDIT_CARD ,1
19101301485218353,11,1,9,50950.0,1,257,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101301534237506,11,1,9,50950.0,1,246,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,1
19101202004748871,12,1,9,53450.0,1,239,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101202101996173,12,1,9,95950.0,1,203,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,4
19101301484962727,12,1,9,53450.0,1,253,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101202064767990,13,1,10,80000.0,1,275,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
19101301510513934,13,1,10,95950.0,1,271,Chrome,1920,969,Desktop,Windows 10,en-US,Netherlands,,CREDIT_CARD ,2
